CoastalBlue,Blue,GreenI,Green,Yellow,Red,RedEdge,NIR,Class
422.0,408.0,574.0,705.0,558.0,418.0,1077.0,3764.0,dense_vegetation
437.0,405.0,596.0,667.0,556.0,458.0,1124.0,3626.0,dense_vegetation
454.0,395.0,643.0,711.0,627.0,478.0,1099.0,3644.0,dense_vegetation
454.0,428.0,616.0,710.0,615.0,468.0,1081.0,3652.0,dense_vegetation
516.0,389.0,545.0,621.0,544.0,407.0,1007.0,3368.0,dense_vegetation
398.0,343.0,434.0,518.0,417.0,341.0,831.0,2984.0,dense_vegetation
393.0,348.0,452.0,519.0,406.0,330.0,773.0,2978.0,dense_vegetation
390.0,378.0,522.0,613.0,458.0,343.0,1019.0,3710.0,dense_vegetation
382.0,377.0,572.0,641.0,486.0,356.0,1017.0,4288.0,dense_vegetation
411.0,368.0,578.0,657.0,488.0,352.0,1092.0,4573.0,dense_vegetation
468.0,436.0,673.0,764.0,599.0,484.0,1228.0,4161.0,dense_vegetation
394.0,432.0,658.0,779.0,614.0,458.0,1267.0,4307.0,dense_vegetation
437.0,385.0,610.0,717.0,576.0,421.0,1149.0,4442.0,dense_vegetation
426.0,392.0,612.0,661.0,521.0,396.0,1090.0,4260.0,dense_vegetation
451.0,406.0,608.0,708.0,586.0,413.0,1123.0,4077.0,dense_vegetation
447.0,382.0,599.0,673.0,525.0,387.0,1123.0,4064.0,dense_vegetation
457.0,369.0,594.0,671.0,537.0,397.0,1163.0,3885.0,dense_vegetation
431.0,380.0,586.0,707.0,565.0,403.0,1209.0,3981.0,dense_vegetation
442.0,400.0,613.0,696.0,534.0,408.0,1125.0,3936.0,dense_vegetation
446.0,383.0,625.0,678.0,571.0,408.0,1157.0,3873.0,dense_vegetation
442.0,388.0,596.0,722.0,529.0,375.0,1196.0,3908.0,dense_vegetation
398.0,357.0,470.0,566.0,489.0,332.0,928.0,3329.0,dense_vegetation
377.0,362.0,490.0,552.0,478.0,339.0,871.0,3154.0,dense_vegetation
429.0,395.0,628.0,693.0,541.0,388.0,1071.0,3723.0,dense_vegetation
